4113 10.55 80.13 4.75 20.29 1.42 130.56 0 103.74 0
4114 10.55 76.01 6.46 17.92 1.78 133.65 0 98.88 0
4115 10.55 70.56 8.31 14.7 0 136.74 0 78.18 0
4116 10.55 63.68 10.49 10.94 1.31 139.42 0 48.74 0
4117 10.55 57.16 13.13 7.1 2.15 130.43 0.79 19.75 0
4118 10.55 48.19 16.1 4.8 1.71 103.55 16.15 1.85 0
4119 10.55 39.78 19.23 3.94 1.79 67.11 49.53 0 0
4120 10.55 30.64 22.33 3.25 2.55 30.69 88.23 0 0
4121 10.55 23.22 23.8 2.84 5.13 4.62 115.77 0 0
4122 10.55 17.11 25.09 3.09 6.91 0 118.49 0 0
4123 10.55 13.36 25.8 3.29 10.91 0 115.21 0 2.52
4124 10.55 9.99 24.11 3.54 15.62 0 100.6 0 22.34
4125 10.55 7.24 21.56 3.1 24.34 0 73.59 0 54.24
4126 10.55 5.31 18.89 3.46 33.33 0 42.74 0 85.44
4127 10.55 3.83 14.84 4.08 42.46 0 16 0 103.77
4128 10.55 2.75 12.05 4.41 49.62 0 1.25 0 103.75
4129 10.55 1.93 10.12 5.88 47.93 0 0 0 101.3
4130 10.55 1.23 7.08 7.93 45.96 0 0 0.34 96.86
4131 10.55 0.8 5.02 7.84 46.14 0 0 8.16 75.51
4132 10.55 0.36 3.62 10 36.44 0 0 25.8 42.33
4133 10.55 0 2 9.94 29.84 0 0 47.47 12.47
4134 10.55 0 1.19 12.67 21.27 0 0 67.7 0
4135 10.55 0 0.62 15.49 17.16 0 0 81.62 0
4136 10.55 0 0 17.05 10.75 0 0 84.11 0
4137 10.55 0 0 16.91 9.76 0 0 81.65 0
4138 10.55 0 0 17.44 9.28 0 0 79.2 0
4139 10.55 0 0 18.94 11.02 0.68 0 76.74 0
4140 10.55 0 0.04 18.21 12.3 -1 -1 -1 -1
4141 10.55 0 0.74 18.14 10.94 -1 -1 -1 -1
4142 10.55 0 0.86 17.48 9.66 -1 -1 -1 -1


8227 24.225 136.58 9.56 55.8 0.25 159.89 0 148.7 0
8228 24.225 132.55 12.15 48.68 0 161.77 0 146.09 0
8229 24.225 127.89 14.32 41.44 0 163.65 0 134.47 0
8230 24.225 123.35 17.72 34.72 0 165.54 0 115.97 0
8231 24.225 119.45 21.85 26.65 0.08 164.81 0 92.9 0
8232 24.225 112.31 27.24 21.23 0.23 158.26 0 67.69 0
8233 24.225 104.02 32.77 15.06 0 146.76 0.27 42.87 0
8234 24.225 95.34 39.42 11.02 0.19 131.29 7.98 21.07 0
8235 24.225 86.09 46.49 7.75 0 112.88 24.64 5.07 0
8236 24.225 75.35 54.6 5.06 0.27 92.59 47.86 0 0
8237 24.225 64.48 62.14 3.61 0.14 71.55 75.15 0 0
8238 24.225 54.31 67.99 2.9 0.1 50.94 103.91 0 0
8239 24.225 45.23 75.3 2.1 0.27 31.96 131.4 0 0
8240 24.225 36.12 81.64 1.34 0.82 15.9 154.8 0 0
8241 24.225 28.34 86.81 0.94 2.04 4.06 171.16 0 0
8242 24.225 22.03 92.03 0.8 2.01 0 173.19 0 0
8243 24.225 17.23 94.53 0.37 3.19 0 171.44 0 0
8244 24.225 13.25 95.09 0.55 4.74 0 169.69 0 0
8245 24.225 10.38 96.97 0.46 8.47 0 167.94 0 3.56
8246 24.225 7.89 96.21 0.3 9.74 0 165.75 0 16.68
8247 24.225 5.94 95.29 0.02 14.47 0 157.09 0 36.75
8248 24.225 4.66 91.39 0 20.24 0 141.67 0 60.98
8249 24.225 3.45 87.12 0 27.41 0 121.48 0 86.72
8250 24.225 2.6 80.54 0 35.42 0 98.43 0 111.41
8251 24.225 1.78 72.98 0 43.34 0 74.37 0 132.62
8252 24.225 1.18 64.82 0.01 52.9 0 51.05 0 147.99
8253 24.225 0.72 55.85 0.33 60.34 0 30.17 0 153.95
8254 24.225 0.28 47.65 0.92 65.79 0 13.33 0 152.2
8255 24.225 0 38.91 1.7 72.82 0 2.05 0 150.45
8256 24.225 0 31.46 3.41 74.57 0 0 0 148.7
8257 24.225 0 24.4 4.97 75.59 0 0 0 146.95
8258 24.225 0 18.83 7.1 75.47 0 0 0.05 145.15
8259 24.225 0 15.05 10.14 74.89 0 0 6.72 137.66
8260 24.225 0 11.56 14.78 72.44 0 0 22.25 122.39
8261 24.225 0 9.11 17.99 67.3 0 0 43.45 101.89
8262 24.225 0 7.14 22.63 61.57 0 0 67.25 78.62
8263 24.225 0 5.67 29.46 55.64 0 0 90.76 54.89
8264 24.225 0 4.28 33.53 49.27 0 0 111.21 32.93
8265 24.225 0 3.3 39.87 41.11 0 0 125.97 14.83
8266 24.225 0 2.27 45.64 33.59 0 0 131.2 2.59
8267 24.225 0 1.91 51.32 27.66 0 0 129.45 0
8268 24.225 0 1.49 55.86 22.22 0 0 127.7 0
8269 24.225 0 1.12 59.33 16.94 0 0 125.96 0
8270 24.225 0 0.62 61.94 12.62 0 0 123.34 0
8271 24.225 0 0.6 63.25 10.38 0 0 115.11 0
8272 24.225 0 0.35 65.71 7.1 0 0 101.98 0
8273 24.225 0.17 0 64.04 5.81 0.01 0 85.57 0
8274 24.225 0.41 0 63.03 4.27 5.07 0 67.44 0
8275 24.225 0.91 0 60.55 3.05 17.45 0 49.06 0
8276 24.225 1.46 0 56.28 2.55 34.6 0 31.81 0
8277 24.225 1.84 0 52.03 1.76 54.11 0 17 0
8278 24.225 2.35 0 48.48 1.35 73.71 0 5.85 0
8279 24.225 2.83 0.12 44.33 1.44 91.27 0 0 0
8280 24.225 3.46 0.09 40.9 1.22 -1 -1 -1 -1
8281 24.225 4.04 0.36 37.6 0.76 -1 -1 -1 -1
8282 24.225 4.5 0.5 33.77 0.76 -1 -1 -1 -1
8283 24.225 4.96 0.44 29.99 0.7 -1 -1 -1 -1
8284 24.225 5.21 0.52 26.61 0.01 -1 -1 -1 -1


8227 30.475 164.38 9.22 92.64 0.07 166.81 0 152.75 0
8228 30.475 161.42 12.17 79.73 0 168.78 0 139.39 0
8229 30.475 158.63 15.63 64.96 0.08 170.74 0 120.22 0
8230 30.475 152.64 19.99 50.62 0 172.7 0 97.19 0
8231 30.475 148.28 26.48 37.38 0.16 174.66 0 72.33 0
8232 30.475 140.58 33.59 26.11 0.8 176.53 0 47.78 0
8233 30.475 130.04 42.4 18.1 0.49 171.77 5.92 25.77 0
8234 30.475 118 53.5 12.61 0.97 157.92 21.91 8.63 0
8235 30.475 102.68 65.47 8.69 1.1 137.12 45.47 0 0
8236 30.475 86.95 79.86 6.48 1.28 111.6 73.96 0 0
8237 30.475 72.37 92.79 4.61 1.5 83.72 104.64 0 0
8238 30.475 56.2 104.83 3.58 1.15 55.92 134.65 0 0
8239 30.475 43.28 115.04 2.84 1.74 30.77 160.98 0 0
8240 30.475 32.23 124.76 1.97 2.31 10.91 180.53 0 0
8241 30.475 24.17 131.11 1.65 2.45 0 187.38 0 0
8242 30.475 18.25 133.27 1.24 3.4 0 187.38 0 0
8243 30.475 13.75 136.41 0.77 4.53 0 185.48 0 0
8244 30.475 10.36 137.16 0.6 5.91 0 183.59 0 0
8245 30.475 7.64 135.86 0.75 9.42 0 177.94 0 0
8246 30.475 5.78 131.79 0.76 13.7 0 165.41 0 0.89
8247 30.475 4.5 125.5 0.37 20.55 0 147.66 0 10.84
8248 30.475 3.4 117.62 0 29.56 0 126.3 0 29.37
8249 30.475 2.36 108.62 0.09 41.41 0 102.89 0 53.53
8250 30.475 1.66 98.44 0 54.07 0 78.91 0 80.45
8251 30.475 1.15 83.94 0 68.82 0 55.8 0 107.42
8252 30.475 0.77 70.44 0 83.7 0 34.91 0 131.81
8253 30.475 0.43 57.43 0 97.76 0 17.56 0 151.12
8254 30.475 0.02 45.44 0.23 109.54 0 4.98 0 162.96
8255 30.475 0 35.24 1.19 116.13 0 0 0 162.77
8256 30.475 0 26.74 2.59 120.8 0 0 0 160.88
8257 30.475 0 20.39 5.32 121.37 0 0 0 158.99
8258 30.475 0 14.69 9.14 119.05 0 0 0 155.15
8259 30.475 0 10.9 14.19 114.27 0 0 3.61 144.03
8260 30.475 0 7.85 21.16 106.43 0 0 19.77 127.14
8261 30.475 0 5.78 30.69 95.84 0 0 44.54 106.4
8262 30.475 0 4.09 39.67 82.02 0 0 73.32 83.68
8263 30.475 0 2.71 48.48 70.77 0 0 101.71 60.75
8264 30.475 0 2.02 57.46 58.57 0 0 125.53 39.28
8265 30.475 0 1.44 65.28 46.43 0 0 140.84 20.87
8266 30.475 0 0.71 71.63 35.76 0 0 141.95 7.04
8267 30.475 0 0.45 76.75 29.18 0 0 140.06 0
8268 30.475 0 0.22 79.08 23.03 0 0 136.54 0
8269 30.475 0 0.16 80.41 17.19 0 0 124.41 0
8270 30.475 0 0 78.17 14.27 3.12 0 105.41 0
8271 30.475 0.59 0 74.45 10.5 15.3 0 82.44 0
8272 30.475 1.45 0 69.57 8.81 33.82 0 58.21 0
8273 30.475 2.32 0 63.31 7.22 55.76 0 35.3 0
8274 30.475 3.89 0 56.67 6.12 78.35 0 16.17 0
8275 30.475 5.22 0 49.52 5.2 98.97 0 3.08 0
8276 30.475 6.59 0.03 44.1 4.17 115.15 0 0 0
8277 30.475 7.72 0.05 38.34 3.32 124.6 0 0 0
8278 30.475 8.63 0.09 33.27 3.02 123.64 0 0 0
8279 30.475 9.4 0 28.13 2.76 121.67 0 0 0
8280 30.475 9.45 0 24.31 1.97 -1 -1 -1 -1
8281 30.475 10.18 0.07 19.9 1.75 -1 -1 -1 -1
8282 30.475 10.02 0.07 16.65 1.44 -1 -1 -1 -1
8283 30.475 9.53 0.22 13.8 0.9 -1 -1 -1 -1
8284 30.475 9.82 0.34 11.14 0.73 -1 -1 -1 -1


8227 36.725 193.79 5.18 137.35 0 169.88 0 162.91 0
8228 36.725 190.73 6.96 119.99 0 171.88 0 146.29 0
8229 36.725 188.05 9 98.37 0 173.88 0 119.87 0
8230 36.725 184.31 11.54 75.02 0 175.88 0 87.91 0
8231 36.725 179.98 15.68 53.78 0 177.88 0 54.89 0
8232 36.725 173.38 22.04 35.84 0 179.88 0 25.49 0
8233 36.725 166.03 31.75 23.55 0 181.88 0 4.62 0
8234 36.725 154.49 43.54 15.69 0 183.68 4.55 0 0
8235 36.725 139.2 59.59 10.28 0 172.74 17.73 0 0
8236 36.725 120.09 78.35 6.33 0 145.74 37.74 0 0
8237 36.725 96.92 100.32 4.47 0 108.89 62.74 0 0
8238 36.725 75.63 118.81 3.1 0 68.7 90.76 0 0
8239 36.725 56.39 134.89 2 0 31.94 119.77 0 0
8240 36.725 40.12 148.22 1.65 0 5.67 147.64 0 0
8241 36.725 29.13 155.99 1.19 0.41 0 172.16 0 0
8242 36.725 21.18 159.66 0.76 1.57 0 189.11 0 0
8243 36.725 15.48 162.07 0.56 3.16 0 193.68 0 0
8244 36.725 10.83 162.45 0.33 5.27 0 191.7 0 0
8245 36.725 7.62 161.49 0.22 8.68 0 189.73 0 0
8246 36.725 5.73 157.9 0.07 14.8 0 187.75 0 0
8247 36.725 3.83 152.67 0 24.28 0 185.16 0 6.2
8248 36.725 2.79 144.47 0 37.82 0 174.21 0 24.21
8249 36.725 1.99 132.68 0 53.63 0 154.78 0 50.14
8250 36.725 1.22 116.72 0 74.13 0 129.62 0 80.22
8251 36.725 0.7 97.61 0 95.89 0 101.34 0 110.81
8252 36.725 0.24 78.43 0 117.02 0 72.49 0 138.47
8253 36.725 0.11 58.99 0 136.13 0 45.48 0 159.87
8254 36.725 0 43.05 0 149.68 0 22.61 0 171.86
8255 36.725 0 30.49 1.33 157.06 0 6.09 0 169.97
